type	id	chrom	strand	Up-stream Exon	Cassette Exon	Down-stream Exon	4th Exon	Transcrtip IDs	Region
CAS	chr9:+:CBWD3:CAS:0	chr9	+	70863722:70863813	70871837:70871896	70873448:70873485	N/A	NM_001291821,NM_201453	chr9:70863722-70873485
CAS	chr9:-:CCBL1:CAS:0	chr9	-	131604933:131605080	131600497:131600646	131600330:131600416	N/A	NM_001122672,NM_001122671;NM_001122672,NM_001287390;NM_001122672,NM_004059;NM_001122672,NR_109829	chr9:131600330-131605080
CAS	chr9:-:CDC14B:CAS:0	chr9	-	99284788:99284885	99271955:99272071	99262395:99266071	N/A	NM_003671,NM_001077181;NM_003671,NM_033331	chr9:99262395-99284885
CAS	chr9:-:CDK5RAP2:CAS:0	chr9	-	123280705:123280923	123280035:123280164	123253585:123253755	N/A	NM_001011649,NR_073556;NM_001272039,NR_073556;NM_018249,NR_073556;NR_073554,NR_073556;NR_073555,NR_073556;NR_073557,NR_073556;NR_073558,NR_073556	chr9:123253585-123280923
CAS	chr9:-:CDKN2A:CAS:0	chr9	-	21970901:21971207	21968574:21968770	21967751:21968241	N/A	NM_000077,NM_001195132;NM_058195,NM_001195132;NM_058197,NM_001195132	chr9:21967751-21971207
CAS	chr9:+:CEP78:CAS:0	chr9	+	80880288:80880459	80880775:80880822	80881358:80881983	N/A	NM_032171,NM_001098802	chr9:80880288-80881983
CAS	chr9:+:CHMP5:CAS:0	chr9	+	33276454:33276562	33278111:33278223	33280807:33282067	N/A	NM_001195536,NM_016410	chr9:33276454-33282067
CAS	chr9:-:CIZ1:CAS:0	chr9	-	130932299:130932386	130931902:130931979	130931685:130931798	N/A	NM_001131015,NM_001257975;NM_001131016,NM_001257975;NM_001131017,NM_001257975;NM_001131018,NM_001257975;NM_001257976,NM_001257975;NM_012127,NM_001257975	chr9:130931685-130932386
CAS	chr9:-:CRAT:CAS:0	chr9	-	131872762:131873070	131871458:131871556	131870093:131870356	N/A	NM_000755,NM_001257363	chr9:131870093-131873070
CAS	chr9:-:DCTN3:CAS:0	chr9	-	34617882:34617968	34616027:34616110	34614707:34614765	N/A	NM_001281425,NM_001281426;NM_001281425,NM_001281427;NM_001281425,NM_007234;NM_001281425,NM_024348	chr9:34614707-34617968
CAS	chr9:+:DENND4C:CAS:0	chr9	+	19316619:19316837	19324360:19324505	19325937:19325972	N/A	NR_073201,NM_017925	chr9:19316619-19325972
CAS	chr9:+:DENND4C:CAS:1	chr9	+	19328028:19328160	19331976:19332182	19334975:19335103	N/A	NR_073201,NM_017925	chr9:19328028-19335103
CAS	chr9:+:DNAJC25:CAS:0	chr9	+	114393632:114394023	114405137:114405374	114409387:114409539	N/A	NM_001015882,NR_037148	chr9:114393632-114409539
CAS	chr9:+:DOCK8:CAS:0	chr9	+	382513:382685	386331:386426	390471:390566	N/A	NM_001190458,NM_001193536;NM_001190458,NM_203447	chr9:382513-390566
CAS	chr9:+:DOLPP1:CAS:0	chr9	+	131846947:131847047	131847302:131847386	131847486:131847585	N/A	NR_072983,NM_001135917;NR_072983,NM_020438	chr9:131846947-131847585
CAS	chr9:+:DOLPP1:CAS:1	chr9	+	131847797:131847895	131848418:131848546	131848988:131849077	N/A	NM_001135917,NM_020438;NR_072983,NM_020438	chr9:131847797-131849077
CAS	chr9:-:ELAVL2:CAS:0	chr9	-	23701377:23701602	23693446:23693484	23690103:23692882	N/A	NM_001171195,NM_004432;NM_001171197,NM_004432	chr9:23690103-23701602
CAS	chr9:-:ENTPD8:CAS:0	chr9	-	140330465:140330728	140330171:140330281	140329656:140329790	N/A	NM_198585,NM_001033113	chr9:140329656-140330728
CAS	chr9:-:EQTN:CAS:0	chr9	-	27294314:27294400	27292399:27292485	27291017:27291061	N/A	NM_001161585,NM_020641	chr9:27291017-27294400
CAS	chr9:+:EXOSC2:CAS:0	chr9	+	133572969:133573014	133573549:133573638	133574716:133574781	N/A	NM_001282709,NM_001282708;NM_001282709,NM_014285;NM_001282709,NR_104230	chr9:133572969-133574781
CAS	chr9:-:EXOSC3:CAS:0	chr9	-	37783911:37784060	37781983:37782134	37779711:37780877	N/A	NM_001002269,NM_016042	chr9:37779711-37784060
CAS	chr9:-:FAM154A:CAS:0	chr9	-	18950756:18950935	18941635:18941837	18927658:18929053	N/A	NM_001287050,NM_001287049;NM_001287050,NM_153707	chr9:18927658-18950935
CAS	chr9:-:FAM221B:CAS:0	chr9	-	35825227:35825370	35821435:35821625	35819887:35819997	N/A	NM_001012446,NR_052026	chr9:35819887-35825370
CAS	chr9:-:FAM74A4:CAS:0	chr9	-	65493627:65494386	65488701:65488784	65487273:65488372	N/A	NR_026802,NR_110998	chr9:65487273-65494386
CAS	chr9:+:FCN2:CAS:0	chr9	+	137772658:137772767	137774372:137774485	137775148:137775201	N/A	NM_015837,NM_004108	chr9:137772658-137775201
CAS	chr9:+:FKTN:CAS:0	chr9	+	108320411:108320446	108335936:108336027	108337226:108337418	N/A	NM_006731,NM_001079802;NM_006731,NM_001198963	chr9:108320411-108337418
CAS	chr9:+:FSD1L:CAS:0	chr9	+	108210315:108210516	108223801:108223896	108226517:108226612	N/A	NM_001287191,NM_001145313;NM_001287192,NM_001145313;NM_031919,NM_001145313	chr9:108210315-108226612
CAS	chr9:+:GAPVD1:CAS:0	chr9	+	128094789:128094908	128097451:128097531	128099297:128099374	N/A	NM_001282679,NM_015635;NM_001282680,NM_015635;NM_001282681,NM_015635	chr9:128094789-128099374
CAS	chr9:+:GARNL3:CAS:0	chr9	+	130147306:130147424	130149472:130149610	130151183:130151398	N/A	NR_104591,NM_001286779;NR_104591,NM_032293	chr9:130147306-130151398
CAS	chr9:+:GDA:CAS:0	chr9	+	74810416:74810504	74811517:74811557	74817487:74817658	N/A	NM_001242505,NM_001242506;NM_001242507,NM_001242506;NM_004293,NM_001242506	chr9:74810416-74817658
CAS	chr9:+:GFI1B:CAS:0	chr9	+	135863584:135863855	135864448:135864585	135865129:135865294	N/A	NM_001135031,NM_004188	chr9:135863584-135865294
CAS	chr9:-:GGTA1P:CAS:0	chr9	-	124261929:124262306	124241344:124241612	124230121:124230209	N/A	NR_045211,NR_003191	chr9:124230121-124262306
CAS	chr9:-:GKAP1:CAS:0	chr9	-	86395297:86395319	86383733:86383885	86368173:86368274	N/A	NM_001135953,NM_025211	chr9:86368173-86395319
CAS	chr9:-:GNE:CAS:0	chr9	-	36223370:36223499	36222774:36222995	36219835:36220017	N/A	NM_001190383,NM_001128227;NM_001190383,NM_001190384;NM_001190383,NM_001190388;NM_001190383,NM_005476	chr9:36219835-36223499
CAS	chr9:-:GNE:CAS:1	chr9	-	36246028:36246479	36236829:36236981	36233917:36234129	N/A	NM_001190384,NM_001128227;NM_001190384,NM_001190383;NM_001190384,NM_001190388;NM_001190384,NM_005476	chr9:36233917-36246479
CAS	chr9:+:GRIN1:CAS:0	chr9	+	140040178:140040354	140042604:140042666	140043461:140043561	N/A	NM_000832,NM_001185090;NM_000832,NM_001185091;NM_007327,NM_001185090;NM_007327,NM_001185091;NM_021569,NM_001185090;NM_021569,NM_001185091	chr9:140040178-140043561
CAS	chr9:+:GTF3C5:CAS:0	chr9	+	135930099:135930196	135930331:135930351	135931399:135931481	N/A	NM_001286709,NM_001122823;NM_012087,NM_001122823	chr9:135930099-135931481
CAS	chr9:+:HSDL2:CAS:0	chr9	+	115142189:115142460	115166275:115166438	115167904:115168002	N/A	NR_036651,NM_001195822;NR_036651,NM_032303	chr9:115142189-115168002
CAS	chr9:-:IARS:CAS:0	chr9	-	95051583:95051708	95050408:95050564	95050073:95050192	N/A	NR_073446,NM_002161;NR_073446,NM_013417	chr9:95050073-95051708
CAS	chr9:+:INVS:CAS:0	chr9	+	102888665:102888831	102977683:102977770	102988344:102988517	N/A	NM_014425,NR_051962;NM_183245,NR_051962	chr9:102888665-102988517
CAS	chr9:+:KCNT1:CAS:0	chr9	+	138594031:138594214	138606423:138606566	138641944:138642023	N/A	NM_001272003,NM_020822	chr9:138594031-138642023
CAS	chr9:+:KCNT1:CAS:1	chr9	+	138678043:138678367	138679946:138680008	138683643:138683727	N/A	NM_020822,NM_001272003	chr9:138678043-138683727
CAS	chr9:+:KGFLP1:CAS:0	chr9	+	46687557:46688114	46698075:46698184	46744177:46744280	N/A	NR_003674,NR_047527	chr9:46687557-46744280
CAS	chr9:+:KIAA1958:CAS:0	chr9	+	115336337:115337531	115380151:115380234	115407930:115408102	N/A	NM_001287038,NM_001287036;NM_133465,NM_001287036	chr9:115336337-115408102
CAS	chr9:-:LHX6:CAS:0	chr9	-	124975885:124976059	124971893:124971996	124964856:124967059	N/A	NM_001242333,NM_001242334;NM_001242333,NM_001242335;NM_001242333,NM_014368;NM_199160,NM_001242334;NM_199160,NM_001242335;NM_199160,NM_014368	chr9:124964856-124976059
CAS	chr9:-:LINGO2:CAS:0	chr9	-	28295206:28295364	28012353:28012403	27948084:27950704	N/A	NM_001258282,NM_152570	chr9:27948084-28295364
CAS	chr9:+:LOC100499484-C9ORF174:CAS:0	chr9	+	100075518:100075627	100076675:100076803	100076900:100077010	N/A	NR_036529,NR_036527;NR_036529,NR_036528	chr9:100075518-100077010
CAS	chr9:-:LPAR1:CAS:0	chr9	-	113800121:113800365	113735761:113735838	113734353:113734500	N/A	NM_001401,NM_057159	chr9:113734353-113800365
CAS	chr9:+:LRSAM1:CAS:0	chr9	+	130251723:130251797	130253494:130253574	130255081:130255176	N/A	NM_001190723,NM_001005373;NM_001190723,NM_001005374;NM_001190723,NM_138361	chr9:130251723-130255176
CAS	chr9:+:MAN1B1:CAS:0	chr9	+	139982527:139982635	139982720:139982850	139983321:139983457	N/A	NM_016219,NR_045721;NR_045720,NR_045721	chr9:139982527-139983457
CAS	chr9:+:MELK:CAS:0	chr9	+	36651743:36651874	36657238:36657360	36665347:36665578	N/A	NM_001256685,NM_001256687;NM_001256685,NM_001256688;NM_001256685,NM_001256689;NM_001256685,NM_001256690;NM_001256685,NM_001256691;NM_001256685,NM_001256692;NM_001256685,NM_001256693;NM_001256685,NM_014791;NM_001256685,NR_046337	chr9:36651743-36665578
CAS	chr9:-:MIRLET7DHG:CAS:0	chr9	-	96966775:96966848	96963096:96963154	96961480:96961533	N/A	NR_046165,NR_046163	chr9:96961480-96966848
CAS	chr9:+:MORN5:CAS:0	chr9	+	124929047:124929194	124931924:124932035	124936775:124936906	N/A	NM_001286828,NM_198469	chr9:124929047-124936906
CAS	chr9:-:MPDZ:CAS:0	chr9	-	13119501:13119648	13115247:13115333	13113930:13114020	N/A	NM_001261407,NM_001261406;NM_003829,NM_001261406	chr9:13113930-13119648
CAS	chr9:-:MPDZ:CAS:1	chr9	-	13147547:13147657	13143465:13143563	13139986:13140148	N/A	NM_001261406,NM_003829;NM_001261407,NM_003829	chr9:13139986-13147657
CAS	chr9:+:MRRF:CAS:0	chr9	+	125033143:125033354	125042722:125042877	125047448:125047566	N/A	NM_001173512,NM_138777;NM_001173512,NM_199177	chr9:125033143-125047566
CAS	chr9:+:MRRF:CAS:1	chr9	+	125054028:125054119	125075506:125075665	125084819:125085742	N/A	NM_199177,NM_001173512;NM_199177,NM_138777	chr9:125054028-125085742
CAS	chr9:+:MSANTD3:CAS:0	chr9	+	103204188:103204638	103207451:103207519	103212839:103214016	N/A	NM_001198805,NM_001198807;NM_001198806,NM_001198807;NM_080655,NM_001198807	chr9:103204188-103214016
CAS	chr9:+:MUSK:CAS:0	chr9	+	113459605:113459746	113490968:113490997	113496531:113496655	N/A	NM_001166281,NM_001166280;NM_005592,NM_001166280	chr9:113459605-113496655
CAS	chr9:-:NAMA:CAS:0	chr9	-	102133136:102133738	102132014:102132150	102129943:102130090	N/A	NR_102271,NR_102270	chr9:102129943-102133738
CAS	chr9:+:NDOR1:CAS:0	chr9	+	140108232:140108330	140108419:140108520	140108656:140108865	N/A	NM_001144027,NM_001144026;NM_001144027,NM_001144028;NM_001144027,NM_014434	chr9:140108232-140108865
CAS	chr9:-:NMRK1:CAS:0	chr9	-	77684811:77684958	77684658:77684729	77683912:77684018	N/A	NM_001127603,NM_017881;NM_001127603,NR_023352	chr9:77683912-77684958
CAS	chr9:-:NMRK1:CAS:1	chr9	-	77698003:77698066	77693242:77693498	77692406:77692496	N/A	NM_001127603,NR_023352;NM_017881,NR_023352	chr9:77692406-77698066
CAS	chr9:-:NOL8:CAS:0	chr9	-	95085723:95085785	95085518:95085633	95083950:95084028	N/A	NM_017948,NM_001256394;NR_046106,NM_001256394	chr9:95083950-95085785
CAS	chr9:+:NR4A3:CAS:0	chr9	+	102587941:102588114	102589012:102589083	102590323:102591275	N/A	NM_006981,NM_173200;NM_173199,NM_173200	chr9:102587941-102591275
CAS	chr9:-:NSMF:CAS:0	chr9	-	140348843:140348895	140348183:140348272	140347508:140347632	N/A	NM_001178064,NM_001130969;NM_001178064,NM_001130970;NM_001178064,NM_001130971;NM_001178064,NM_015537	chr9:140347508-140348895
CAS	chr9:+:OBP2A:CAS:0	chr9	+	138437985:138438098	138438624:138438757	138439024:138439094	N/A	NM_001293193,NM_001293189;NM_001293193,NM_014582;NM_001293193,NR_120603	chr9:138437985-138439094
CAS	chr9:-:OBP2B:CAS:0	chr9	-	136083520:136083590	136083227:136083332	136082613:136082723	N/A	NM_001288987,NR_110242;NM_014581,NR_110242;NR_110243,NR_110242	chr9:136082613-136083590
CAS	chr9:-:OBP2B:CAS:1	chr9	-	136084515:136084637	136083856:136083989	136083520:136083590	N/A	NR_110243,NM_001288987;NR_110243,NM_014581;NR_110243,NR_110242	chr9:136083520-136084637
CAS	chr9:+:PALM2:CAS:0	chr9	+	112687341:112687362	112694207:112694308	112704966:112713756	N/A	NM_001037293,NM_053016	chr9:112687341-112713756
CAS	chr9:+:PALM2-AKAP2:CAS:0	chr9	+	112918599:112918777	112924374:112924412	112930679:112934791	N/A	NM_147150,NM_007203	chr9:112918599-112934791
CAS	chr9:-:PAX5:CAS:0	chr9	-	37006470:37006534	37002645:37002773	36966546:36966721	N/A	NM_001280553,NM_001280547;NM_001280553,NM_001280548;NM_001280553,NM_001280549;NM_001280553,NM_001280550;NM_001280553,NM_001280551;NM_001280553,NM_001280552;NM_001280553,NM_001280555;NM_001280553,NM_001280556;NM_001280553,NM_016734;NM_001280553,NR_103999;NM_001280553,NR_104000;NM_001280554,NM_001280547;NM_001280554,NM_001280548;NM_001280554,NM_001280549;NM_001280554,NM_001280550;NM_001280554,NM_001280551;NM_001280554,NM_001280552;NM_001280554,NM_001280555;NM_001280554,NM_001280556;NM_001280554,NM_016734;NM_001280554,NR_103999;NM_001280554,NR_104000	chr9:36966546-37006534
CAS	chr9:+:PBX3:CAS:0	chr9	+	128510829:128510902	128677965:128678206	128691934:128692124	N/A	NR_024122,NM_001134778;NR_024122,NM_006195;NR_024123,NM_001134778;NR_024123,NM_006195	chr9:128510829-128692124
CAS	chr9:+:PBX3:CAS:1	chr9	+	128722963:128723128	128724381:128724493	128725291:128725380	N/A	NR_024123,NM_001134778;NR_024123,NM_006195;NR_024123,NR_024122	chr9:128722963-128725380
CAS	chr9:+:PCSK5:CAS:0	chr9	+	78722167:78722267	78749025:78749128	78771961:78772078	N/A	NR_120409,NM_001190482;NR_120409,NM_006200	chr9:78722167-78772078
CAS	chr9:+:PIP5K1B:CAS:0	chr9	+	71320330:71320678	71357417:71357573	71433377:71433461	N/A	NM_001278253,NM_003558	chr9:71320330-71433461
CAS	chr9:+:PIP5K1B:CAS:1	chr9	+	71555562:71555706	71606056:71606173	71623363:71624092	N/A	NM_001278253,NM_003558	chr9:71555562-71624092
CAS	chr9:-:PNPLA7:CAS:0	chr9	-	140444620:140445021	140442037:140442111	140441761:140441848	N/A	NM_152286,NM_001098537	chr9:140441761-140445021
CAS	chr9:+:POLR1E:CAS:0	chr9	+	37489312:37489397	37492279:37492372	37492654:37492712	N/A	NM_022490,NM_001282766	chr9:37489312-37492712
CAS	chr9:-:PPP6C:CAS:0	chr9	-	127933364:127933459	127923120:127923185	127920520:127920661	N/A	NM_001123369,NM_001123355;NM_001123369,NM_002721	chr9:127920520-127933459
CAS	chr9:+:PSAT1:CAS:0	chr9	+	80932592:80932720	80942967:80943104	80943897:80945009	N/A	NM_021154,NM_058179	chr9:80932592-80945009
CAS	chr9:-:PSMD5:CAS:0	chr9	-	123594110:123594223	123593609:123593737	123591377:123591486	N/A	NM_001270427,NM_005047	chr9:123591377-123594223
CAS	chr9:+:PTGS1:CAS:0	chr9	+	125140712:125140852	125141054:125141197	125143650:125143831	N/A	NM_001271164,NM_000962;NM_001271164,NM_001271165;NM_001271164,NM_001271166;NM_001271164,NM_001271367;NM_001271164,NM_001271368;NM_001271164,NM_080591	chr9:125140712-125143831
CAS	chr9:-:PTPRD:CAS:0	chr9	-	8449725:8449837	8437198:8437239	8436592:8436689	N/A	NM_001040712,NM_001171025;NM_002839,NM_001171025;NM_130391,NM_001171025;NM_130392,NM_001171025;NM_130393,NM_001171025	chr9:8436592-8449837
CAS	chr9:-:PTPRD:CAS:1	chr9	-	8524925:8525035	8523513:8523524	8521277:8521546	N/A	NM_001171025,NM_001040712;NM_001171025,NM_002839;NM_001171025,NM_130391;NM_001171025,NM_130392;NM_001171025,NM_130393	chr9:8521277-8525035
CAS	chr9:+:PTPRD-AS1:CAS:0	chr9	+	8858018:8858323	8859956:8860037	8860782:8861727	N/A	NR_121600,NR_121599	chr9:8858018-8861727
CAS	chr9:+:RABEPK:CAS:0	chr9	+	127969843:127970000	127975649:127975801	127982818:127982979	N/A	NM_001174153,NM_001174152;NM_001174153,NM_005833	chr9:127969843-127982979
CAS	chr9:-:RBM18:CAS:0	chr9	-	125007535:125007620	125006023:125006147	125001834:125004322	N/A	NM_033117,NR_027125;NR_027126,NR_027125	chr9:125001834-125007620
CAS	chr9:-:RBM18:CAS:1	chr9	-	125023659:125023787	125016553:125016646	125014126:125014252	N/A	NM_033117,NR_027126;NR_027125,NR_027126	chr9:125014126-125023787
CAS	chr9:+:RIC1:CAS:0	chr9	+	5753200:5753238	5753536:5753646	5754841:5754930	N/A	NM_001206557,NM_001135920;NM_001206557,NM_020829	chr9:5753200-5754930
CAS	chr9:-:RLN2:CAS:0	chr9	-	5304370:5304611	5304096:5304196	5299866:5300444	N/A	NM_134441,NM_005059	chr9:5299866-5304611
CAS	chr9:-:SCAI:CAS:0	chr9	-	127904912:127904956	127828269:127828337	127818155:127818286	N/A	NM_001144877,NM_173690	chr9:127818155-127904956
CAS	chr9:-:SH3GLB2:CAS:0	chr9	-	131772050:131772150	131771732:131771746	131771385:131771625	N/A	NM_001287046,NM_001287045;NM_020145,NM_001287045	chr9:131771385-131772150
CAS	chr9:-:SH3GLB2:CAS:1	chr9	-	131776690:131776782	131775287:131775298	131774515:131774577	N/A	NM_001287046,NM_001287045;NM_020145,NM_001287045	chr9:131774515-131776782
CAS	chr9:-:SLC24A2:CAS:0	chr9	-	19619582:19619690	19597227:19597277	19576922:19577020	N/A	NM_001193288,NM_020344	chr9:19576922-19619690
CAS	chr9:+:SLC25A25:CAS:0	chr9	+	130863588:130863675	130864359:130864394	130864649:130864760	N/A	NM_001006641,NM_001265614;NM_001006642,NM_001265614;NM_052901,NM_001265614;NR_049766,NM_001265614	chr9:130863588-130864760
CAS	chr9:-:SLC25A51:CAS:0	chr9	-	37904065:37904350	37903528:37903554	37899826:37899947	N/A	NM_033412,NR_024872;NR_024873,NR_024872	chr9:37899826-37904350
CAS	chr9:-:SLC28A3:CAS:0	chr9	-	86928274:86928369	86925327:86925502	86924544:86924629	N/A	NM_001199633,NR_037638;NM_022127,NR_037638	chr9:86924544-86928369
CAS	chr9:-:SLC2A6:CAS:0	chr9	-	136339102:136339210	136338537:136338722	136338227:136338372	N/A	NM_001145099,NM_017585	chr9:136338227-136339210
CAS	chr9:+:SLC2A8:CAS:0	chr9	+	130162186:130162285	130164836:130165032	130165939:130166082	N/A	NR_073416,NM_001271711;NR_073416,NM_001271712;NR_073416,NM_014580	chr9:130162186-130166082
CAS	chr9:+:SLC2A8:CAS:1	chr9	+	130167097:130167270	130167699:130167844	130169391:130170170	N/A	NM_001271711,NM_001271712;NM_001271711,NM_014580;NM_001271711,NR_073416	chr9:130167097-130170170
CAS	chr9:+:SMARCA2:CAS:0	chr9	+	2161686:2161903	2170419:2170472	2181571:2181676	N/A	NM_001289397,NM_001289396;NM_001289397,NM_003070;NM_001289398,NM_001289396;NM_001289398,NM_003070;NM_001289399,NM_001289396;NM_001289399,NM_003070;NM_001289400,NM_001289396;NM_001289400,NM_003070;NM_139045,NM_001289396;NM_139045,NM_003070	chr9:2161686-2181676
CAS	chr9:+:SPTAN1:CAS:0	chr9	+	131353756:131353904	131355262:131355321	131356454:131356652	N/A	NM_001195532,NM_001130438;NM_001195532,NM_003127	chr9:131353756-131356652
CAS	chr9:+:SPTAN1:CAS:1	chr9	+	131371401:131371563	131371930:131371944	131373993:131374124	N/A	NM_001195532,NM_001130438;NM_003127,NM_001130438	chr9:131371401-131374124
CAS	chr9:-:ST6GALNAC4:CAS:0	chr9	-	130679105:130679305	130678687:130678773	130676935:130677120	N/A	NM_175040,NM_175039	chr9:130676935-130679305
CAS	chr9:-:STOM:CAS:0	chr9	-	124132405:124132582	124128394:124128523	124118331:124118434	N/A	NM_001270526,NR_073037;NM_001270527,NR_073037;NM_004099,NR_073037;NM_198194,NR_073037	chr9:124118331-124132582
CAS	chr9:-:STOML2:CAS:0	chr9	-	35101707:35101808	35101423:35101557	35101132:35101276	N/A	NM_001287031,NM_001287032;NM_001287031,NM_001287033;NM_001287031,NM_013442	chr9:35101132-35101808
CAS	chr9:-:STRBP:CAS:0	chr9	-	125932181:125932325	125930468:125930537	125923256:125923347	N/A	NM_001171137,NR_033234;NM_018387,NR_033234	chr9:125923256-125932325
CAS	chr9:-:STRBP:CAS:1	chr9	-	125946411:125946577	125943147:125943254	125941286:125941506	N/A	NM_018387,NM_001171137;NR_033234,NM_001171137	chr9:125941286-125946577
CAS	chr9:+:STXBP1:CAS:0	chr9	+	130444685:130444839	130446647:130446772	130453054:130454995	N/A	NM_001032221,NM_003165	chr9:130444685-130454995
CAS	chr9:-:SURF1:CAS:0	chr9	-	136223276:136223361	136223124:136223175	136221679:136221812	N/A	NM_001280787,NM_003172	chr9:136221679-136223361
CAS	chr9:+:SUSD3:CAS:0	chr9	+	95840128:95840275	95841753:95841884	95846819:95847418	N/A	NM_001287006,NM_001287005;NM_001287006,NM_001287008;NM_001287006,NM_145006;NM_001287007,NM_001287005;NM_001287007,NM_001287008;NM_001287007,NM_145006	chr9:95840128-95847418
CAS	chr9:+:SYK:CAS:0	chr9	+	93627330:93627379	93629413:93629481	93636486:93636573	N/A	NM_001135052,NM_001174167;NM_001135052,NM_003177;NM_001174168,NM_001174167;NM_001174168,NM_003177	chr9:93627330-93636573
CAS	chr9:+:TEK:CAS:0	chr9	+	27109139:27109640	27157829:27158140	27168493:27168603	N/A	NM_001290078,NM_000459;NM_001290078,NM_001290077	chr9:27109139-27168603
CAS	chr9:+:TEK:CAS:1	chr9	+	27173220:27173360	27180238:27180366	27183457:27183608	N/A	NM_001290077,NM_000459;NM_001290078,NM_000459	chr9:27173220-27183608
CAS	chr9:+:TGFBR1:CAS:0	chr9	+	101891137:101891382	101894791:101895021	101900141:101900371	N/A	NM_001130916,NM_004612	chr9:101891137-101900371
CAS	chr9:+:TLE4:CAS:0	chr9	+	82191048:82191092	82216330:82216424	82227571:82227633	N/A	NM_001282748,NM_001282760;NM_001282749,NM_001282760;NM_001282753,NM_001282760;NM_007005,NM_001282760;NR_104239,NM_001282760	chr9:82191048-82227633
CAS	chr9:+:TLE4:CAS:1	chr9	+	82268974:82268990	82286124:82286253	82319698:82319817	N/A	NM_001282748,NR_104239;NM_001282749,NR_104239;NM_001282753,NR_104239;NM_001282760,NR_104239;NM_007005,NR_104239	chr9:82268974-82319817
CAS	chr9:-:TMEM2:CAS:0	chr9	-	74354979:74355148	74349722:74349910	74347267:74347436	N/A	NM_001135820,NM_013390	chr9:74347267-74355148
CAS	chr9:-:TOPORS:CAS:0	chr9	-	32552432:32552626	32550772:32550966	32540542:32544324	N/A	NM_001195622,NM_005802	chr9:32540542-32552626
CAS	chr9:-:TSC1:CAS:0	chr9	-	135802588:135802691	135800974:135801126	135798735:135798879	N/A	NM_001162427,NM_000368;NM_001162427,NM_001162426	chr9:135798735-135802691
CAS	chr9:-:TTF1:CAS:0	chr9	-	135282177:135282238	135276842:135278215	135275422:135275645	N/A	NM_001205296,NM_007344	chr9:135275422-135282238
CAS	chr9:-:TXN:CAS:0	chr9	-	113013638:113013742	113013100:113013159	113007058:113007123	N/A	NM_001244938,NM_003329	chr9:113007058-113013742
