##event_type	event_id	chr	strand	e1	e2	e3	e4	alt_transcript_supports	event_coordinate
A5SS	chr10:+:SUV39H2:A5SS:0	chr10	+	14938845:14938976	14938845:14939516	14941538:14941684	N/A	NM_001193426,NM_001193424;NM_001193426,NM_001193425;NM_001193426,NM_024670;NM_001193426,NR_034181;NM_001193427,NM_001193424;NM_001193427,NM_001193425;NM_001193427,NM_024670;NM_001193427,NR_034181	chr10:14938845-14941684
CAS	chr10:-:SVIL:CAS:0	chr10	-	29818634:29818773	29815890:29815985	29813401:29813644	N/A	NM_003174,NM_021738	chr10:29813401-29818773
ALE	chr10:-:SYCE1:ALE:0	chr10	-	135368855:135368942	135368348:135368633	135367404:135367832	N/A	NM_001143763,NM_001143764;NM_130784,NM_001143764	chr10:135367404-135368942
CAS	chr10:+:TACC2:CAS:0	chr10	+	123954555:123954691	123969389:123969484	123969912:123971223	N/A	NM_001291876,NM_001291879;NM_001291877,NM_001291879;NM_001291878,NM_001291879;NM_006997,NM_001291879;NM_206860,NM_001291879;NM_206861,NM_001291879;NM_206862,NM_001291879	chr10:123954555-123971223
CAS	chr10:+:TACC2:CAS:1	chr10	+	123969912:123971223	123972857:123972892	123974906:123974966	N/A	NM_001291876,NM_001291878;NM_001291877,NM_001291878;NM_001291879,NM_001291878;NM_006997,NM_001291878;NM_206860,NM_001291878;NM_206861,NM_001291878;NM_206862,NM_001291878	chr10:123969912-123974966
A5SS	chr10:+:TACC2:A5SS:0	chr10	+	123847993:123848106	123847993:123848253	123892124:123892249	N/A	NM_001291876,NM_001291877;NM_206862,NM_001291877	chr10:123847993-123892249
A5SS	chr10:+:TCF7L2:A5SS:0	chr10	+	114903682:114903772	114903682:114903784	114905770:114905856	N/A	NM_001146284,NM_001146274;NM_001146284,NM_001146283;NM_001146284,NM_001146285;NM_001146284,NM_001146286;NM_001146284,NM_001198525;NM_001146284,NM_001198526;NM_001146284,NM_001198528;NM_001146284,NM_001198529;NM_001146284,NM_001198530;NM_001146284,NM_001198531;NM_001146284,NM_030756;NM_001198527,NM_001146274;NM_001198527,NM_001146283;NM_001198527,NM_001146285;NM_001198527,NM_001146286;NM_001198527,NM_001198525;NM_001198527,NM_001198526;NM_001198527,NM_001198528;NM_001198527,NM_001198529;NM_001198527,NM_001198530;NM_001198527,NM_001198531;NM_001198527,NM_030756	chr10:114903682-114905856
A3SS	chr10:+:TCF7L2:A3SS:0	chr10	+	114905770:114905856	114910742:114910882	114910757:114910882	N/A	NM_001146274,NM_001198525;NM_001146283,NM_001198525;NM_001146284,NM_001198525;NM_001146285,NM_001198525;NM_001146286,NM_001198525;NM_001198526,NM_001198525;NM_001198527,NM_001198525;NM_001198528,NM_001198525;NM_001198529,NM_001198525;NM_001198530,NM_001198525;NM_001198531,NM_001198525;NM_030756,NM_001198525	chr10:114905770-114910882
CAS	chr10:+:TFAM:CAS:0	chr10	+	60145980:60146098	60146410:60146476	60147950:60148020	N/A	NM_001270782,NR_073073;NM_003201,NR_073073	chr10:60145980-60148020
CAS	chr10:+:TFAM:CAS:1	chr10	+	60148430:60148579	60150525:60150620	60154118:60154174	N/A	NM_001270782,NM_003201;NM_001270782,NR_073073	chr10:60148430-60154174
A3SS	chr10:-:TIAL1:A3SS:0	chr10	-	121347664:121347760	121341971:121342120	121341971:121342069	N/A	NM_003252,NM_001033925	chr10:121341971-121347760
CAS	chr10:-:TIMM23:CAS:0	chr10	-	51606988:51607098	51593338:51593461	51592081:51592619	N/A	NM_006327,NR_073029;NR_073030,NR_073029	chr10:51592081-51607098
CAS	chr10:-:TIMM23:CAS:1	chr10	-	51623109:51623386	51620324:51620382	51613218:51613311	N/A	NR_073030,NM_006327;NR_073030,NR_073029	chr10:51613218-51623386
CAS	chr10:+:TIMM23B:CAS:0	chr10	+	51371379:51371646	51372579:51372702	51374370:51374428	N/A	NM_001290117,NR_110767;NM_001290118,NR_110767	chr10:51371379-51374428
A5SS	chr10:+:TMEM254:A5SS:0	chr10	+	81841396:81841490	81841396:81841497	81841597:81841700	N/A	NM_001270371,NR_072985;NM_001270374,NR_072985;NR_072984,NR_072985	chr10:81841396-81841700
A5SS	chr10:+:TMEM254:A5SS:1	chr10	+	81841901:81841960	81841901:81841973	81850553:81852307	N/A	NM_001270367,NM_001270368;NM_001270367,NM_001270372;NM_001270371,NM_001270368;NM_001270371,NM_001270372;NM_001270374,NM_001270368;NM_001270374,NM_001270372;NM_025125,NM_001270368;NM_025125,NM_001270372;NR_072984,NM_001270368;NR_072984,NM_001270372;NR_072985,NM_001270368;NR_072985,NM_001270372;NR_072986,NM_001270368;NR_072986,NM_001270372	chr10:81841901-81852307
AFE	chr10:+:TMEM254:AFE:0	chr10	+	81838402:81838542	81838779:81838940	81841597:81841700	N/A	NM_001270370,NM_001270367;NM_001270370,NM_001270368;NM_001270370,NM_001270369;NM_001270372,NM_001270367;NM_001270372,NM_001270368;NM_001270372,NM_001270369;NM_001270373,NM_001270367;NM_001270373,NM_001270368;NM_001270373,NM_001270369;NM_025125,NM_001270367;NM_025125,NM_001270368;NM_025125,NM_001270369	chr10:81838402-81841700
AFE	chr10:+:TMEM254:AFE:1	chr10	+	81838402:81838542	81839001:81839063	81841396:81841490	N/A	NM_001270371,NR_072984	chr10:81838402-81841490
AFE	chr10:+:TMEM254:AFE:2	chr10	+	81838402:81838542	81839001:81839063	81841597:81841700	N/A	NM_001270370,NR_072986;NM_001270370,NR_072987;NM_001270372,NR_072986;NM_001270372,NR_072987;NM_001270373,NR_072986;NM_001270373,NR_072987;NM_025125,NR_072986;NM_025125,NR_072987	chr10:81838402-81841700
AFE	chr10:+:TMEM254:AFE:3	chr10	+	81838402:81838542	81839001:81839448	81841396:81841490	N/A	NM_001270371,NM_001270374	chr10:81838402-81841490
AFE	chr10:+:TMEM254:AFE:4	chr10	+	81838779:81838940	81839001:81839063	81841597:81841700	N/A	NM_001270367,NR_072986;NM_001270367,NR_072987;NM_001270368,NR_072986;NM_001270368,NR_072987;NM_001270369,NR_072986;NM_001270369,NR_072987	chr10:81838779-81841700
A5SS	chr10:-:TMEM254-AS1:A5SS:0	chr10	-	81820572:81820689	81820546:81820689	81816075:81816161	N/A	NR_027431,NR_027428;NR_027431,NR_027430	chr10:81816075-81820689
AFE	chr10:-:TNKS2-AS1:AFE:0	chr10	-	93557994:93558048	93557570:93557953	93542596:93542917	N/A	NR_108071,NR_108070	chr10:93542596-93558048
A3SS	chr10:-:TUBAL3:A3SS:0	chr10	-	5446753:5446793	5442807:5443050	5442807:5442930	N/A	NM_001171864,NM_024803	chr10:5442807-5446793
CAS	chr10:-:TUBGCP2:CAS:0	chr10	-	135111456:135111615	135110825:135110908	135107066:135107273	N/A	NM_001256618,NM_001256617;NM_006659,NM_001256617;NR_046330,NM_001256617	chr10:135107066-135111615
A3SS	chr10:-:TUBGCP2:A3SS:0	chr10	-	135097386:135097506	135096582:135096725	135096582:135096688	N/A	NR_046330,NM_001256617;NR_046330,NM_001256618;NR_046330,NM_006659	chr10:135096582-135097506
AFE	chr10:-:TUBGCP2:AFE:0	chr10	-	135125124:135125841	135122327:135122660	135116296:135116484	N/A	NR_046330,NM_001256617;NR_046330,NM_006659	chr10:135116296-135125841
A5SS	chr10:-:TYSND1:A5SS:0	chr10	-	71902521:71902609	71902424:71902609	71897737:71899897	N/A	NR_073593,NM_173555;NR_073593,NR_073581;NR_073593,NR_073582;NR_073593,NR_073595;NR_073594,NM_173555;NR_073594,NR_073581;NR_073594,NR_073582;NR_073594,NR_073595	chr10:71897737-71902609
A3SS	chr10:-:TYSND1:A3SS:0	chr10	-	71903598:71903728	71902424:71902609	71902424:71902520	N/A	NR_073591,NM_173555;NR_073591,NR_073581;NR_073591,NR_073582;NR_073591,NR_073595	chr10:71902424-71903728
AFE	chr10:-:TYSND1:AFE:0	chr10	-	71905177:71906496	71904241:71904484	71903598:71903728	N/A	NM_173555,NR_073595	chr10:71903598-71906496
AFE	chr10:-:TYSND1:AFE:1	chr10	-	71906289:71906496	71904241:71904484	71903598:71903728	N/A	NR_073581,NR_073595;NR_073594,NR_073595	chr10:71903598-71906496
AFE	chr10:-:TYSND1:AFE:2	chr10	-	71906409:71906496	71904241:71904484	71903598:71903728	N/A	NR_073582,NR_073595;NR_073591,NR_073595;NR_073593,NR_073595	chr10:71903598-71906496
CAS	chr10:+:UBE2D1:CAS:0	chr10	+	60121098:60121161	60121255:60121286	60123369:60123446	N/A	NM_001204880,NM_003338	chr10:60121098-60123446
CAS	chr10:+:UNC5B:CAS:0	chr10	+	73048325:73048489	73048715:73048747	73050672:73050866	N/A	NM_001244889,NM_170744	chr10:73048325-73050866
AFE	chr10:-:UPF2:AFE:0	chr10	-	12084913:12085169	12084754:12084840	12077058:12077440	N/A	NM_080599,NM_015542	chr10:12077058-12085169
CAS	chr10:+:VCL:CAS:0	chr10	+	75868729:75868914	75871667:75871870	75873942:75874145	N/A	NM_003373,NM_014000	chr10:75868729-75874145
CAS	chr10:+:VDAC2:CAS:0	chr10	+	76970892:76970947	76971240:76971417	76971988:76972056	N/A	NM_001184823,NM_001184783;NM_003375,NM_001184783;NR_033675,NM_001184783	chr10:76970892-76972056
CAS	chr10:+:VDAC2:CAS:1	chr10	+	76973779:76973828	76977646:76977749	76978821:76978973	N/A	NM_001184783,NR_033675;NM_001184823,NR_033675;NM_003375,NR_033675	chr10:76973779-76978973
AFE	chr10:+:VDAC2:AFE:0	chr10	+	76969912:76969970	76970300:76970696	76970892:76970947	N/A	NM_001184823,NM_001184783;NM_001184823,NM_003375;NM_001184823,NR_033675	chr10:76969912-76970947
CAS	chr10:+:VPS26A:CAS:0	chr10	+	70925798:70925866	70928245:70928387	70930912:70932616	N/A	NM_001035260,NM_004896	chr10:70925798-70932616
CAS	chr10:+:WAC:CAS:0	chr10	+	28879649:28879761	28884662:28884970	28897115:28897360	N/A	NM_100486,NM_016628;NM_100486,NM_100264	chr10:28879649-28897360
AFE	chr10:+:WAC:AFE:0	chr10	+	28821517:28821936	28822421:28822549	28822927:28822963	N/A	NM_100264,NM_016628;NM_100264,NM_100486	chr10:28821517-28822963
AFE	chr10:+:WBP1L:AFE:0	chr10	+	104503727:104503900	104535888:104536174	104557750:104557852	N/A	NM_001083913,NM_017787	chr10:104503727-104557852
CAS	chr10:-:XPNPEP1:CAS:0	chr10	-	111637548:111637625	111635286:111635357	111633125:111633185	N/A	NM_001167604,NM_020383;NM_001167604,NR_030724	chr10:111633125-111637625
CAS	chr10:-:XPNPEP1:CAS:1	chr10	-	111667449:111667573	111652770:111652833	111651480:111651584	N/A	NR_030724,NM_001167604;NR_030724,NM_020383	chr10:111651480-111667573
CAS	chr10:-:XPNPEP1:CAS:2	chr10	-	111683160:111683311	111674769:111674857	111667449:111667573	N/A	NR_030724,NM_001167604;NR_030724,NM_020383	chr10:111667449-111683311
CAS	chr10:-:YME1L1:CAS:0	chr10	-	27434357:27434519	27431316:27431414	27425205:27425314	N/A	NM_001253866,NM_014263;NM_001253866,NM_139312	chr10:27425205-27434519
CAS	chr10:-:YME1L1:CAS:1	chr10	-	27437835:27437969	27436427:27436597	27434357:27434519	N/A	NM_001253866,NM_139312;NM_014263,NM_139312	chr10:27434357-27437969
A3SS	chr10:+:ZDHHC16:A3SS:0	chr10	+	99214471:99214556	99215417:99215540	99215471:99215540	N/A	NM_001287803,NM_032327;NM_001287803,NM_198043;NM_001287803,NM_198044;NM_001287803,NM_198045;NM_001287803,NM_198046;NR_109895,NM_032327;NR_109895,NM_198043;NR_109895,NM_198044;NR_109895,NM_198045;NR_109895,NM_198046	chr10:99214471-99215540
A3SS	chr10:+:ZEB1:A3SS:0	chr10	+	31749966:31750166	31784705:31784767	31784708:31784767	N/A	NM_001174094,NM_001128128;NM_001174094,NM_001174096;NM_030751,NM_001128128;NM_030751,NM_001174096	chr10:31749966-31784767
AFE	chr10:+:ZEB1:AFE:0	chr10	+	31608101:31608221	31610064:31610461	31749966:31750166	N/A	NM_001174093,NM_001128128;NM_001174093,NM_001174094;NM_001174096,NM_001128128;NM_001174096,NM_001174094;NM_030751,NM_001128128;NM_030751,NM_001174094	chr10:31608101-31750166
CAS	chr10:-:ZFAND4:CAS:0	chr10	-	46158990:46159290	46158028:46158129	46148432:46148507	N/A	NM_001128324,NM_001282905;NM_001128324,NM_001282906;NM_174890,NM_001282905;NM_174890,NM_001282906;NR_104256,NM_001282905;NR_104256,NM_001282906	chr10:46148432-46159290
A3SS	chr10:+:ZFYVE27:A3SS:0	chr10	+	99510088:99510227	99511133:99511219	99511148:99511219	N/A	NM_001002262,NM_001002261;NM_001002262,NM_001174121;NM_001174119,NM_001002261;NM_001174119,NM_001174121;NM_001174120,NM_001002261;NM_001174120,NM_001174121;NM_001174122,NM_001002261;NM_001174122,NM_001174121;NM_144588,NM_001002261;NM_144588,NM_001174121	chr10:99510088-99511219
CAS	chr10:+:ZMYND11:CAS:0	chr10	+	255829:255988	267135:267296	282778:282855	N/A	NM_001202464,NM_001202468;NM_001202464,NM_006624;NM_001202464,NM_212479;NM_001202465,NM_001202468;NM_001202465,NM_006624;NM_001202465,NM_212479;NM_001202466,NM_001202468;NM_001202466,NM_006624;NM_001202466,NM_212479;NM_001202467,NM_001202468;NM_001202467,NM_006624;NM_001202467,NM_212479	chr10:255829-282855
CAS	chr10:+:ZMYND11:CAS:1	chr10	+	282778:282855	283525:283617	285378:285465	N/A	NM_001202465,NM_001202464;NM_001202465,NM_001202466;NM_001202465,NM_001202467;NM_001202465,NM_001202468;NM_001202465,NM_006624;NM_001202465,NM_212479	chr10:282778-285465
A3SS	chr10:+:ZMYND11:A3SS:0	chr10	+	285378:285465	285996:286051	285999:286051	N/A	NM_001202466,NM_001202464;NM_001202466,NM_001202465;NM_001202466,NM_001202467;NM_001202466,NM_001202468;NM_001202466,NM_006624;NM_212479,NM_001202464;NM_212479,NM_001202465;NM_212479,NM_001202467;NM_212479,NM_001202468;NM_212479,NM_006624	chr10:285378-286051
AFE	chr10:+:ZMYND11:AFE:0	chr10	+	180405:180726	181424:181499	225934:226068	N/A	NM_006624,NM_001202464	chr10:180405-226068
AFE	chr10:+:ZMYND11:AFE:1	chr10	+	180424:180832	181424:181499	225934:226068	N/A	NM_001202465,NM_001202464;NM_001202466,NM_001202464;NM_212479,NM_001202464	chr10:180424-226068
AFE	chr10:-:ZNF239:AFE:0	chr10	-	44069988:44070066	44063347:44063907	44051793:44053619	N/A	NM_001099283,NM_005674	chr10:44051793-44070066
AFE	chr10:-:ZNF248:AFE:0	chr10	-	38146933:38147012	38146113:38146564	38145363:38145460	N/A	NM_001267597,NM_001267605;NM_001267597,NM_001267607;NM_001267597,NM_021045	chr10:38145363-38147012
ALE	chr10:-:ZNF248:ALE:0	chr10	-	38121953:38122044	38117693:38120240	38065454:38065503	N/A	NM_001267607,NM_001267605;NM_001267607,NM_001267606	chr10:38065454-38122044
AFE	chr10:-:ZNF32:AFE:0	chr10	-	44144250:44144326	44144033:44144152	44141512:44141650	N/A	NM_006973,NM_001005368	chr10:44141512-44144326
A5SS	chr10:+:ZNF33A:A5SS:0	chr10	+	38305799:38305943	38305799:38305948	38306219:38306314	N/A	NM_001278170,NM_001278178;NM_001278171,NM_001278178;NM_001278173,NM_001278178;NM_001278174,NM_001278178;NM_001278175,NM_001278178;NM_001278176,NM_001278178;NM_001278179,NM_001278178;NM_006954,NM_001278178;NM_006974,NM_001278178	chr10:38305799-38306314
A3SS	chr10:+:ZNF33A:A3SS:0	chr10	+	38301226:38301278	38305799:38305943	38305803:38305943	N/A	NM_001278177,NM_001278171;NM_001278177,NM_001278174;NM_001278177,NM_001278175;NM_001278177,NM_001278176;NM_001278177,NM_001278179;NM_001278177,NM_006954;NM_001278177,NM_006974	chr10:38301226-38305943
A3SS	chr10:+:ZNF33A:A3SS:1	chr10	+	38306219:38306314	38323206:38323328	38323254:38323328	N/A	NM_001278174,NM_001278171;NM_001278174,NM_001278179	chr10:38306219-38323328
A5SS	chr10:+:ZNF37A:A5SS:0	chr10	+	38384466:38384557	38384466:38384561	38384672:38384732	N/A	NM_001178101,NM_003421	chr10:38384466-38384732
AFE	chr10:-:ZNF438:AFE:0	chr10	-	31320762:31320866	31288267:31288446	31273298:31273355	N/A	NM_001143766,NM_001143769;NM_001143768,NM_001143769;NM_001143770,NM_001143769;NM_001143771,NM_001143769;NM_182755,NM_001143769	chr10:31273298-31320866
A5SS	chr10:+:ZNF503-AS1:A5SS:0	chr10	+	77118268:77118465	77118268:77118807	77120379:77121436	N/A	NR_038224,NR_038223;NR_038226,NR_038223	chr10:77118268-77121436
AFE	chr10:+:ZNF503-AS2:AFE:0	chr10	+	77161286:77162019	77162655:77162841	77167013:77168740	N/A	NR_024421,NR_110301	chr10:77161286-77168740
AFE	chr10:+:ZNF503-AS2:AFE:1	chr10	+	77161286:77162019	77162812:77163109	77167013:77168740	N/A	NR_024421,NR_110299	chr10:77161286-77168740
AFE	chr10:+:ZNF503-AS2:AFE:2	chr10	+	77161286:77162019	77163514:77163815	77167013:77168740	N/A	NR_024421,NR_024422	chr10:77161286-77168740
AFE	chr10:+:ZNF503-AS2:AFE:3	chr10	+	77161286:77162019	77163635:77163704	77167013:77168740	N/A	NR_024421,NR_110300	chr10:77161286-77168740
AFE	chr10:+:ZNF503-AS2:AFE:4	chr10	+	77161286:77162019	77163923:77164042	77167013:77168740	N/A	NR_024421,NR_110302	chr10:77161286-77168740
AFE	chr10:+:ZNF503-AS2:AFE:5	chr10	+	77162655:77162841	77163514:77163815	77167013:77168740	N/A	NR_110301,NR_024422	chr10:77162655-77168740
AFE	chr10:+:ZNF503-AS2:AFE:6	chr10	+	77162655:77162841	77163635:77163704	77167013:77168740	N/A	NR_110301,NR_110300	chr10:77162655-77168740
AFE	chr10:+:ZNF503-AS2:AFE:7	chr10	+	77162655:77162841	77163923:77164042	77167013:77168740	N/A	NR_110301,NR_110302	chr10:77162655-77168740
AFE	chr10:+:ZNF503-AS2:AFE:8	chr10	+	77162812:77163109	77163514:77163815	77167013:77168740	N/A	NR_110299,NR_024422	chr10:77162812-77168740
AFE	chr10:+:ZNF503-AS2:AFE:9	chr10	+	77162812:77163109	77163635:77163704	77167013:77168740	N/A	NR_110299,NR_110300	chr10:77162812-77168740
AFE	chr10:+:ZNF503-AS2:AFE:10	chr10	+	77162812:77163109	77163923:77164042	77167013:77168740	N/A	NR_110299,NR_110302	chr10:77162812-77168740
AFE	chr10:+:ZNF503-AS2:AFE:11	chr10	+	77163514:77163815	77163923:77164042	77167013:77168740	N/A	NR_024422,NR_110302	chr10:77163514-77168740
AFE	chr10:+:ZNF503-AS2:AFE:12	chr10	+	77163635:77163704	77163923:77164042	77167013:77168740	N/A	NR_110300,NR_110302	chr10:77163635-77168740
A5SS	chr10:+:ZNF518A:A5SS:0	chr10	+	97915083:97915133	97915083:97915155	97915681:97915804	N/A	NM_001278526,NM_001278524;NM_001278526,NM_001278525	chr10:97915083-97915804
A3SS	chr10:+:ZNF518A:A3SS:0	chr10	+	97892343:97892427	97893313:97893405	97893340:97893405	N/A	NM_001278524,NM_001278525;NM_001278524,NM_014803;NM_001278526,NM_001278525;NM_001278526,NM_014803	chr10:97892343-97893405
AFE	chr10:+:ZNF518A:AFE:0	chr10	+	97889472:97889749	97889813:97889875	97892343:97892427	N/A	NM_001278524,NM_001278525;NM_001278526,NM_001278525;NM_014803,NM_001278525	chr10:97889472-97892427
A5SS	chr10:+:ZSWIM8:A5SS:0	chr10	+	75559769:75559928	75559769:75559952	75560054:75560230	N/A	NM_001242488,NM_001242487;NM_001242488,NM_015037	chr10:75559769-75560230
A3SS	chr10:+:ZSWIM8:A3SS:0	chr10	+	75553905:75554088	75554299:75554397	75554314:75554397	N/A	NM_001242487,NM_015037;NM_001242488,NM_015037	chr10:75553905-75554397
A3SS	chr10:+:ZSWIM8:A3SS:1	chr10	+	75560398:75560517	75560775:75560953	75560843:75560953	N/A	NM_001242488,NM_001242487;NM_001242488,NM_015037	chr10:75560398-75560953
A3SS	chr11:-:ABCC8:A3SS:0	chr11	-	17448596:17448701	17438477:17438512	17438477:17438509	N/A	NM_000352,NM_001287174	chr11:17438477-17448701
AFE	chr11:+:ABCG4:AFE:0	chr11	+	119019750:119020073	119020299:119020398	119020664:119020913	N/A	NM_022169,NM_001142505	chr11:119019750-119020913
A5SS	chr11:-:ACRV1:A5SS:0	chr11	-	125547749:125548192	125547692:125548192	125546254:125546373	N/A	NM_020069,NM_001612	chr11:125546254-125548192
A3SS	chr11:-:ACRV1:A3SS:0	chr11	-	125548124:125548192	125547692:125547958	125547692:125547913	N/A	NM_020108,NM_020107	chr11:125547692-125548192
AFE	chr11:+:ACTN3:AFE:0	chr11	+	66313866:66314257	66314312:66314555	66318710:66318824	N/A	NM_001258371,NM_001104;NM_001258371,NR_047663	chr11:66313866-66318824
CAS	chr11:+:AKIP1:CAS:0	chr11	+	8936373:8936477	8938834:8938914	8940884:8941626	N/A	NM_001206647,NM_001206646;NM_001206647,NM_020642;NM_001206647,NR_045417;NM_001206647,NR_045418;NM_001206648,NM_001206646;NM_001206648,NM_020642;NM_001206648,NR_045417;NM_001206648,NR_045418	chr11:8936373-8941626
CAS	chr11:+:ALDH3B1:CAS:0	chr11	+	67782767:67782929	67785997:67786106	67786242:67786362	N/A	NM_001030010,NM_000694;NM_001030010,NM_001161473;NM_001030010,NM_001290058;NM_001030010,NM_001290059	chr11:67782767-67786362
A3SS	chr11:+:ALDH3B1:A3SS:0	chr11	+	67786639:67786724	67788954:67789339	67789223:67789339	N/A	NM_001290058,NM_001290059	chr11:67786639-67789339
AFE	chr11:+:ALDH3B1:AFE:0	chr11	+	67776017:67776162	67777775:67777862	67782767:67782929	N/A	NM_001161473,NM_000694;NM_001161473,NM_001030010;NM_001161473,NM_001290058;NM_001161473,NM_001290059	chr11:67776017-67782929
AFE	chr11:-:ALDH3B2:AFE:0	chr11	-	67448647:67448685	67441908:67442102	67434944:67435106	N/A	NM_001031615,NM_000695	chr11:67434944-67448685
ALE	chr11:-:ALG1L9P:ALE:0	chr11	-	71513904:71514018	71506861:71507171	71505409:71506300	N/A	NR_073386,NR_073388	chr11:71505409-71514018
CAS	chr11:-:ALG8:CAS:0	chr11	-	77815026:77815098	77813920:77813994	77811988:77812241	N/A	NM_024079,NM_001007027	chr11:77811988-77815098
A3SS	chr11:-:ALG9:A3SS:0	chr11	-	111711378:111711532	111708972:111709122	111708972:111709101	N/A	NM_001077690,NM_001077691;NM_001077690,NM_024740;NM_001077692,NM_001077691;NM_001077692,NM_024740	chr11:111708972-111711532
AFE	chr11:-:AMBRA1:AFE:0	chr11	-	46615378:46615619	46612675:46612914	46569796:46570050	N/A	NM_001267782,NM_017749;NM_001267783,NM_017749	chr11:46569796-46615619
A5SS	chr11:-:AMICA1:A5SS:0	chr11	-	118068713:118068806	118068683:118068806	118067450:118067536	N/A	NM_001098526,NR_104479;NM_001286570,NR_104479;NM_001286571,NR_104479;NM_153206,NR_104479	chr11:118067450-118068806
AFE	chr11:-:AMICA1:AFE:0	chr11	-	118095656:118095809	118083620:118084074	118083122:118083276	N/A	NM_001286570,NM_153206	chr11:118083122-118095809
AFE	chr11:-:AMICA1:AFE:1	chr11	-	118095656:118095809	118083630:118084074	118083122:118083276	N/A	NM_001286570,NM_001286571;NM_001286570,NR_104479	chr11:118083122-118095809
CAS	chr11:+:AMPD3:CAS:0	chr11	+	10483062:10483287	10500073:10500277	10503610:10503772	N/A	NM_001172431,NM_000480;NM_001172431,NM_001025389;NM_001172431,NM_001025390;NM_001172431,NM_001172430	chr11:10483062-10503772
AFE	chr11:+:AMPD3:AFE:0	chr11	+	10471868:10472062	10472224:10472590	10483062:10483287	N/A	NM_001172431,NM_000480	chr11:10471868-10483287
AFE	chr11:+:AMPD3:AFE:1	chr11	+	10471868:10472062	10476666:10476995	10483062:10483287	N/A	NM_001172431,NM_001025389	chr11:10471868-10483287
AFE	chr11:+:AMPD3:AFE:2	chr11	+	10471868:10472062	10477481:10477949	10483062:10483287	N/A	NM_001172431,NM_001025390	chr11:10471868-10483287
AFE	chr11:+:AMPD3:AFE:3	chr11	+	10471868:10472062	10482678:10482971	10483062:10483287	N/A	NM_001172431,NM_001172430	chr11:10471868-10483287
